,MRBID,delta_swe_hist,swe_hist_agree,delta_swe_fut,swe_fut_agree,delta_tmean_hist,tmean_hist_agree,delta_tmean_fut,tmean_fut_agree,delta_ppt_hist,ppt_hist_agree,delta_ppt_fut,ppt_fut_agree,delta_q_hist,q_hist_agree,delta_q_fut,q_fut_agree
21,4129,4.928917547822165,0.6166666666666667,-12.536004179238972,0.29183006535947714,1.8854545923119355,1.0,,,7.19308595122032,0.8,,,3.376581490286644,0.7633174534430489,-28.25948040100819,0.0033333333333333335
22,4216,-5.0389270270136715,0.4166666666666667,-31.99330132549627,0.16584967320261437,1.6284358981599123,1.0,4.249371481619015,1.0,1.4747393641657502,0.6,14.98523870234699,0.9915254237288136,0.24966124822009933,0.530532698137722,3.7652923119973067,0.7115686274509804
23,4416,-23.672441731959303,0.05,-38.4056164698967,0.16241830065359478,1.3397989827835637,1.0,,,-15.322012665285552,0.0,,,-0.20315701563420302,0.45474231268947596,4.617721845347816,0.735686274509804
24,4229,12.726532828222371,0.7583333333333333,-37.85406697099274,0.1238562091503268,1.3954439314617522,1.0,4.329927636954218,1.0,18.155202207202464,1.0,14.50165386234076,0.9830508474576272,-2.3588229223751993,0.3932438284971849,23.54824577550646,0.9445098039215686
25,2919,-4.120849697677085,0.425,-14.569697672481281,0.3673202614379085,0.612357896485074,0.75,,,28.71887954488603,1.0,,,-2.361415798594644,0.37191424859246425,-5.632871815710345,0.2641176470588235
26,4114,-6.934157351244792,0.15,3.229968690925258,0.5498366013071896,3.0896404201800114,1.0,,,0.8030101380111155,0.6,,,-5.957476698205532,0.37418796015591166,40.84960640082498,0.9596078431372549
27,4117,-2.8985789505106974,0.4166666666666667,6.24700596293116,0.6014705882352941,3.687890269474196,0.75,,,-1.9329394225700198,0.4,,,1.1673910495808628,0.5464486790818536,2.8229878850702903,0.5494117647058824
28,4120,-3.0612594953954155,0.375,24.66769473362499,0.790359477124183,5.7482682495071895,1.0,7.3426723673448455,1.0,17.00078113937941,0.8,22.94800651506906,1.0,0.4211034914924487,0.5144001732351667,5.651514999814744,0.6613725490196078
29,6258,-40.12749876413002,0.31666666666666665,-84.5300215380361,0.10947712418300654,1.7684477146777093,1.0,2.8674099974953764,1.0,18.954952387407804,1.0,-3.0216337400735256,0.3813559322033898,-13.165295590759492,0.2467518406236466,-4.7975159382581865,0.3288235294117647
30,6227,-0.868678362287062,0.4583333333333333,-23.538188224102853,0.16781045751633986,2.506786684269815,1.0,3.75483692858269,1.0,15.733598469740338,1.0,6.85057290094651,0.8898305084745762,0.26023141407790296,0.545257687310524,1.7615580554316281,0.5956862745098039
31,6239,-14.612723609425746,0.18333333333333332,-52.52468509956183,0.06650326797385621,3.754235548073229,1.0,4.518300117687909,1.0,22.81728950855308,1.0,14.502756357859397,0.9745762711864406,-1.1260912433068206,0.4395842355998268,18.659026470676324,0.7094117647058824
32,6112,-1.4016021582391445,0.44166666666666665,-30.87955544800994,0.16225490196078432,2.9027399110001655,1.0,4.827756372770834,1.0,16.15545996822847,1.0,13.72722449642518,0.9745762711864406,0.23389210904611787,0.5180814205283673,10.988018512653184,0.652156862745098
33,4401,-17.875186616227225,0.008333333333333333,-21.502647071378632,0.24068627450980393,1.2195125969130383,1.0,3.183633700228442,1.0,-6.664727645526844,0.2,11.740640525360092,0.9830508474576272,0.5704012537237508,0.5804460805543525,21.89577353097185,0.9950980392156863
34,4211,11.91383006398095,0.75,-54.370234962587226,0.2977124183006536,1.15472638728731,1.0,,,11.813593141212385,1.0,,,-2.3327595675633273,0.4497618016457341,6.46515767493851,0.6019607843137255
35,4210,8.014768448522883,0.625,-25.11047465592726,0.359640522875817,1.329461158990187,1.0,4.273735922900525,1.0,4.501019863273023,0.8,13.153396625307039,0.9915254237288136,-2.185284373183907,0.42399307059333047,-6.991909418416668,0.2952941176470588
36,6222,-64.10874213769378,0.0,-72.77985621871969,0.023366013071895425,3.1894436709059795,1.0,3.9275448121664036,1.0,2.4397482616423813,0.6,12.49554990306568,0.940677966101695,-24.187493104428263,0.09885231702035513,3.660294478360129,0.5970588235294118
37,4128,-0.6780071486469748,0.49166666666666664,12.488663715816742,0.7107843137254902,3.2890478670357624,1.0,7.7104946130773655,1.0,3.103782493378671,0.6,26.55235321010803,1.0,-9.84648648281291,0.24339540926808143,14.862197149332147,0.8447058823529412
38,6114,-6.574420808418804,0.3333333333333333,-52.16911094314213,0.08823529411764706,3.222733013467681,1.0,4.680368223859485,1.0,21.15928317359404,1.0,14.958125881537605,0.9745762711864406,-3.380280852052145,0.28876136855781726,4.842856263325494,0.562156862745098
39,2111,17.34524515584162,0.9583333333333334,61.200833726678624,0.9666666666666667,3.0952003787913,1.0,8.182572183990743,1.0,23.441803293362806,1.0,29.072994609967964,1.0,5.475717687191873,0.6628410567345171,20.417519024095476,0.7398039215686274
40,6201,-41.73746562240724,0.0,-31.64576981047496,0.10947712418300654,2.4227058055536204,1.0,3.3740357759773696,1.0,8.310664741846235,1.0,13.84552810604962,0.9745762711864406,-3.2984592766336585,0.21448679081853617,-7.180222292894918,0.2723529411764706
41,4107,-12.411793071869601,0.03333333333333333,0.8958960912854748,0.5122549019607843,2.3521122793308615,1.0,5.682270372683359,1.0,-20.53149130584142,0.0,20.568664437697393,1.0,-3.7084940726260163,0.2566045907319186,11.800448399482562,0.7850980392156863
42,4121,8.16282014105474,0.6666666666666666,9.73909415380589,0.6040849673202614,2.918134397391947,1.0,,,29.642576368826916,1.0,,,-1.975511403765655,0.3923776526634907,27.287733335914197,0.743921568627451
43,4126,17.01477922107408,0.825,20.315382011944166,0.7470588235294118,3.0877032394775927,1.0,7.919921585850045,1.0,31.76246300034768,1.0,24.39992833013612,0.9915254237288136,-1.515654327943516,0.39097011693373757,-3.0505141447978303,0.4372549019607843
44,2430,-0.6346643881612166,0.4666666666666667,-22.33168616624756,0.2722222222222222,1.0945498792541195,1.0,,,39.76430194472012,1.0,,,-6.4425007563899435,0.32752273711563445,-17.79015864868221,0.11862745098039215
45,4214,18.019936519319717,0.7333333333333333,-27.03564233509058,0.39052287581699346,1.3688557514055206,1.0,3.9943480790306634,1.0,11.149410493991235,1.0,12.902557193692779,0.9915254237288136,-5.698661722971462,0.3228670420095279,57.62382244176442,0.9403921568627451
46,6224,-45.52062964795774,0.0,-72.21456453648781,0.011601307189542484,3.2907681295917692,1.0,4.170377355594757,1.0,8.08940751748836,1.0,13.228917549940583,0.9745762711864406,-19.751302588540963,0.12851883932438285,-1.6343203436349967,0.4843137254901961
47,4418,-11.526174776743652,0.1,-30.52810425569502,0.28823529411764703,0.036497678261181866,0.5,5.8247770429250565,1.0,18.18772315634262,1.0,18.52948326639165,1.0,-1.4448247404111418,0.423235166738848,-11.810678822246395,0.3007843137254902
48,2903,-53.045680854507175,0.11666666666666667,-62.16651248687856,0.1880718954248366,,0.0,3.0326349521534657,1.0,,0.0,6.513671462808432,0.7033898305084746,-3.387721108140396,0.3771113035946297,-11.317305636697384,0.0503921568627451
49,2110,0.11279765467534295,0.5083333333333333,55.17773596739234,0.9344771241830065,2.0103583117820163,1.0,6.608504251679644,1.0,5.708949083393284,0.8,49.05427374005113,1.0,7.106229913219452,0.6536379385015159,95.56821404892739,0.9988235294117647
50,4116,-7.261079345917931,0.375,-6.944269000740478,0.40375816993464053,2.387562211687208,1.0,5.598466856961483,1.0,-14.929808982001635,0.2,17.866087457404916,1.0,0.057864437264038365,0.506388046773495,2.8755824725189427,0.6378431372549019
51,4413,-14.135520220718307,0.05,-85.20630446283992,0.005392156862745098,0.7144517806712358,1.0,2.539153081929023,1.0,-13.658682076234209,0.2,3.0126500797751277,0.6440677966101694,-32.444926623649394,0.1385881333910784,-2.1589257190264988,0.44392156862745097
52,4103,-23.937103853798313,0.016666666666666666,10.166057532441812,0.6691176470588235,4.260481414253638,1.0,7.660945485426923,1.0,-11.668287678731765,0.2,26.79351841057042,1.0,-10.362018168692742,0.22152446946730187,7.067727246496688,0.7705882352941177
53,6213,-11.06827402911832,0.15833333333333333,-34.71523076701465,0.0923202614379085,1.999964242803548,1.0,2.9127456938456637,1.0,10.912251230247957,1.0,7.148121912039997,0.864406779661017,-0.18318332847418872,0.48310957124296233,-10.481602620191893,0.23568627450980392
54,4106,-18.45188163519175,0.025,3.481361154028299,0.534640522875817,2.474595234182121,1.0,,,-8.397400318786257,0.2,,,-2.2460180131324794,0.4192291035080121,19.144965709137274,0.9235294117647059
55,4115,-21.276537347938405,0.058333333333333334,10.671924925771748,0.6251633986928105,2.734139854163378,1.0,6.9907154757967,1.0,-15.34591398881587,0.2,28.482640846326092,1.0,-7.637044664226091,0.28508012126461674,-0.2895105758347256,0.49098039215686273
56,6102,-1.0682083684231825,0.5,-45.741830867645575,0.09313725490196079,3.4866378373306977,1.0,4.756571447115995,1.0,20.38864406583047,1.0,14.720152027976255,0.9661016949152542,0.8222537660268531,0.5691857947163275,5.309858173989255,0.590392156862745
57,4217,-3.236808227934162,0.49166666666666664,-20.788629177084616,0.21650326797385622,1.64404066194104,1.0,4.455701094009343,1.0,-7.740991771377892,0.2,18.461591070962122,1.0,0.7517232195269757,0.6058899956691208,10.418350031062772,0.9056862745098039
58,2418,-31.37689247345476,0.18333333333333332,-21.216701256201958,0.3277777777777778,1.3830648264491296,1.0,3.6711664825826813,1.0,7.928830605886196,0.6,26.964683193248156,0.9830508474576272,-4.473856209582387,0.41056734517106974,-8.133325105659054,0.2523529411764706
59,4112,2.9308738563430037,0.65,-8.374553458335388,0.3397058823529412,2.089544132818602,1.0,5.076014642083435,1.0,-1.740047598731247,0.4,22.68058364435855,1.0,1.153308219680944,0.6428107405803378,-4.743283743133972,0.2633333333333333
60,2112,-6.337237324025218,0.325,44.6776459269472,0.9965686274509804,2.882274679192479,1.0,7.337732208488054,1.0,9.668257168603725,1.0,46.00583253591462,1.0,-2.6958279944629107,0.37592031182330016,26.367621773504325,0.842156862745098
61,4104,6.159127031163601,0.775,6.52519281952093,0.6148692810457517,0.9499621550763515,1.0,4.405983562838663,1.0,4.566439838014725,0.8,19.025156541379253,1.0,1.4462634352387491,0.5786054569077522,4.948951860270149,0.623921568627451
62,4130,-20.657768382691025,0.08333333333333333,3.414997146598438,0.5781045751633986,1.6401969723126597,1.0,5.389025984544584,1.0,-21.38203783270833,0.0,17.892465174917582,0.9915254237288136,-0.6830579662195091,0.4820268514508445,97.05819024842921,0.9513725490196079
63,4430,-14.13146411092162,0.11666666666666667,-32.19433111828978,0.20163398692810458,0.6235469003894529,1.0,4.77963738897108,1.0,13.817474057914646,0.6,18.56170116566188,0.9915254237288136,1.7817121211777127,0.6977046340407103,10.927843648576967,0.8637254901960785
64,4428,-15.632247791644168,0.06666666666666667,-37.00980480104864,0.14297385620915032,0.5186729160302433,0.75,3.3479224396089524,1.0,-4.326542221948768,0.4,12.579610574141796,0.9830508474576272,2.8283738270151155,0.8046773495019489,-2.4327763036115044,0.4033333333333333
65,6214,-33.24662382038542,0.0,-48.341994750028,0.1892156862745098,2.1693697290989054,1.0,3.2085099493320657,1.0,9.099300192724982,0.8,12.22017199492658,0.9576271186440678,-13.650649676609525,0.14811606756171503,-2.523754899385466,0.43117647058823527
66,6255,8.358307519867749,0.975,-30.793496920106385,0.1238562091503268,2.8351298364300375,1.0,4.118500910355041,1.0,20.974347446171226,1.0,12.612870038049593,0.9661016949152542,2.9071751424863823,0.724880900822867,-17.584576658658705,0.0407843137254902
67,4427,-8.692036162655986,0.11666666666666667,-30.433743649538094,0.10555555555555556,0.6313000941082234,1.0,3.0671044642973424,1.0,-5.711826392833881,0.4,10.563683677530456,0.9915254237288136,0.674760592525043,0.6216977046340407,0.02299215833905066,0.5011764705882353
68,2911,-71.57395030680712,0.14166666666666666,-85.67108601505343,0.119281045751634,2.0281968043525733,1.0,3.1021096001861803,1.0,-3.169010333314331,0.4,-1.1575099860746363,0.4322033898305085,-40.115888197605514,0.09950194889562582,-7.627098289807861,0.3037254901960784
69,4111,-4.263855358010142,0.25833333333333336,3.520643962622274,0.5493464052287582,5.584636579416683,1.0,6.817511980255931,1.0,-5.078949096162964,0.4,23.95255478856889,1.0,6.689502903062802,0.7721957557384149,-6.674094220786593,0.3335294117647059
70,6223,-49.4170711202654,0.025,-66.9111716592675,0.15571895424836601,2.952255314295143,1.0,3.1245835214850706,1.0,-7.03833789441398,0.4,4.910139668147266,0.7627118644067796,-0.5096903707002307,0.4723906453009961,-13.249071852001151,0.3454901960784314
71,6229,-33.48506248449592,0.20833333333333334,-67.41491405387146,0.13169934640522876,1.9219364603298936,1.0,2.8414621418241985,1.0,19.252470182951534,1.0,-2.6625513316434777,0.3220338983050847,-27.424119650098202,0.1537462104807276,-16.506668482139432,0.08254901960784314
72,2413,15.798904394896246,0.9833333333333333,-22.38014952230843,0.13986928104575164,2.927091121181543,1.0,4.771643782505594,1.0,23.939924518350303,1.0,16.29927800836895,0.9915254237288136,0.5204225123729659,0.5708098744045041,-5.191638326268688,0.1588235294117647
73,6220,6.731060642087622,0.75,-33.05735630164901,0.12254901960784313,3.501406257379062,1.0,4.605373197398002,1.0,25.007280977974457,1.0,13.47437631659173,0.9745762711864406,0.7930494087483034,0.5607405803378086,3.684577412825483,0.6007843137254902
74,2107,3.728289567548991,0.5166666666666667,6.651438013221727,0.6352941176470588,1.6577252191149738,1.0,5.443887884976622,1.0,14.621667624516851,0.8,19.36396173372996,1.0,-1.7459299173071545,0.38815504547423124,43.64789753769382,0.9811764705882353
75,4236,6.070944595728356,0.6666666666666666,-37.258411532212456,0.05718954248366013,1.3871724773355465,1.0,3.907298024340162,1.0,16.127348819033536,1.0,13.208073218134274,0.9745762711864406,0.4646680249989109,0.539844088349935,1.5536672587457758,0.5480392156862746
76,6212,-26.4343595910235,0.26666666666666666,-76.57659843824008,0.12156862745098039,0.97329528922775,1.0,2.590586436287601,1.0,11.964280586188053,1.0,0.20013700209721463,0.5084745762711864,-10.96964470912792,0.21567778258986575,-24.991395849634003,0.002352941176470588
77,6232,-49.2048067151118,0.0,-70.21564083501602,0.09624183006535948,1.9910615807189327,1.0,3.979761164434094,1.0,8.115889999649218,0.8,12.7718517769475,0.9830508474576272,-20.63496086941462,0.17919012559549588,14.946043353068532,0.7790196078431373
78,4110,7.2776900915097755,0.725,19.021497328033426,0.7753267973856209,3.567380497538119,1.0,6.583587304142412,1.0,27.862020631416634,0.8,25.204482329532006,0.9915254237288136,-1.0509712462196232,0.41251624079688176,-10.935001592255304,0.1935294117647059
79,2432,-5.4021907442874255,0.45,-39.45800541018834,0.180718954248366,0.986855908174241,1.0,3.882957231608263,1.0,16.399044722328348,0.8,20.518567690569988,0.9745762711864406,-5.81586158014211,0.1537462104807276,-7.61765413463521,0.06941176470588235
80,6244,-40.53583189316559,0.18333333333333332,-63.910343670346435,0.13970588235294118,,0.0,2.672070656151504,1.0,,0.0,-0.5024577881577983,0.4576271186440678,-6.900413045214848,0.20625812039844088,-7.692930215104603,0.183921568627451
81,2901,-11.225851494921823,0.3,-40.43260052734891,0.22173202614379084,0.5073304766288138,1.0,3.5420216315569117,1.0,21.984358450739045,0.8,23.78541044384221,0.9915254237288136,-20.2341205961605,0.15558683412732785,5.215633545613109,0.6049019607843137
82,6106,-12.4335973154334,0.16666666666666666,-41.75232572715143,0.13137254901960785,2.645186355523311,1.0,4.517273265276469,1.0,17.16609223229941,1.0,15.8449655312455,0.9745762711864406,-2.3771223862621658,0.3317453443048939,-10.456773982052297,0.2605882352941176
83,2101,27.054266811084325,0.9916666666666667,55.26269087939121,0.9937908496732026,3.2706987251437045,1.0,7.781173514428772,1.0,19.0555705266851,1.0,44.73734052408135,1.0,33.84208027897701,0.9095928973581637,81.4294611770061,0.9180392156862746
84,4134,-5.1574769491858605,0.18333333333333332,10.528099386846431,0.6869281045751634,1.4718876276363542,1.0,4.782803239817653,1.0,2.8924293693702934,0.6,20.06301421691913,1.0,0.5268409810161334,0.5219792117799913,22.983357252480488,0.912156862745098
85,4408,-8.269424870887823,0.075,-15.27264228595039,0.2411764705882353,0.6618996240252413,1.0,3.903997302912249,1.0,8.421132413404203,1.0,15.439980214879078,1.0,0.6070294197721638,0.6275443915114768,-4.244309298403607,0.27156862745098037
86,4127,7.827335760785965,0.7833333333333333,-24.03903971579146,0.19738562091503267,1.4959617539026488,1.0,4.713127805031798,1.0,10.922440459981638,0.8,20.709616645413092,1.0,2.2164519676859493,0.7463187527067995,-5.517479771985606,0.2562745098039216
87,2913,-23.16389211931299,0.225,-60.187516272305196,0.1287581699346405,1.2825043318645921,1.0,3.1609988824014876,1.0,13.362504627369072,0.8,11.728376001236043,0.8813559322033898,-18.466675714700145,0.21838458207016023,-30.35270234538416,0.09803921568627451
88,4133,-6.986912222101512,0.3333333333333333,6.72512995986351,0.6455882352941177,2.3460469456269903,1.0,5.686264194983346,1.0,-0.018552397201161596,0.6,18.885090499545996,0.9915254237288136,-0.4068254246320412,0.4880900822867042,8.225759495438666,0.7225490196078431
89,4102,-5.334878937869899,0.15833333333333333,25.988821170840907,0.815359477124183,4.897138269069037,1.0,7.420440966022057,1.0,10.122032824899001,0.8,21.566274983320625,1.0,-4.02035214908083,0.38718059766132523,17.841941052783227,0.7511764705882353
90,4245,8.638956185394743,0.75,-44.76695837793518,0.3483660130718954,1.1186226179253176,1.0,3.6448197027702616,1.0,13.33576292731529,1.0,11.76958302441021,0.9745762711864406,-5.064658041145056,0.3316370723256821,14.021911474688636,0.6411764705882353
91,6205,-48.47695542503662,0.09166666666666666,-69.92804154871226,0.12777777777777777,2.1393955779402414,1.0,3.4736583940832153,1.0,21.087940958832597,1.0,7.965935779615165,0.8728813559322034,-20.757188126238997,0.0167821567778259,-2.1284860964968715,0.4356862745098039
92,6241,-5.791030429144957,0.36666666666666664,-76.21180582378852,0.10571895424836601,1.5476871682881708,1.0,2.832417799441429,1.0,15.171015980379485,0.8,6.632736789548609,0.7966101694915254,-1.8254453435626876,0.379926375054136,-43.50586695441494,0.005686274509803921
93,2918,-13.624321963318291,0.38333333333333336,14.391478255877637,0.6436274509803922,0.5820300446022222,1.0,3.59177958932053,1.0,13.670908270741217,0.8,27.951343366188723,1.0,0.4730954918712309,0.5229536595928974,-1.0059140187615085,0.4588235294117647
94,2920,-71.94953419191586,0.041666666666666664,-57.34585295053523,0.21062091503267974,1.486544663881864,1.0,3.8838679349087784,1.0,3.142547423954974,0.4,12.131639942794052,0.9067796610169492,-9.886298631845317,0.33759203118233,-16.890994231871673,0.3
95,6105,-5.227515825806737,0.25833333333333336,-7.748233199664691,0.3611111111111111,2.330343506049492,1.0,4.66307670570141,1.0,16.922508987099786,1.0,17.90717493007768,1.0,0.7936871916786332,0.5695106106539628,-16.73623339625172,0.08705882352941176
96,4421,-16.57044793445229,0.075,-88.09057084316812,0.165359477124183,0.7010394067999627,1.0,2.4355762668131793,1.0,-12.594589979510797,0.0,1.591929152134199,0.559322033898305,-15.217249563204996,0.18200519705500218,-26.476624527240602,0.000392156862745098
97,6221,-50.275505704523376,0.16666666666666666,-72.98558291859956,0.08790849673202615,1.979851956279298,1.0,2.7265886090903058,1.0,14.890160845770064,0.8,-0.4390365582711837,0.4491525423728814,-7.173315583379218,0.1039411000433088,-23.13547948231904,0.011372549019607842
98,4423,-26.020105712903828,0.05,-88.73314109825918,0.036601307189542485,1.017241049944396,1.0,2.4568591066651466,1.0,-15.756411311254649,0.0,-1.7696878772596847,0.423728813559322,-5.868531874243878,0.3046773495019489,-41.4160696738568,0.000392156862745098
99,6210,2.4378041758762867,0.55,-70.61248765171027,0.16944444444444445,0.8503507385797484,1.0,2.675931132989818,1.0,10.902561924263,0.8,-2.2273366133333283,0.3644067796610169,-2.949593258209942,0.3133391078388913,-8.403720044245745,0.11196078431372548
100,4234,0.05021744459718258,0.5,-26.28598351240362,0.16666666666666666,1.6448551211983642,1.0,4.570915390454793,1.0,0.1422784520218245,0.2,18.717505966206247,1.0,1.2714504782714502,0.7013858813339108,0.712545624999052,0.5650980392156862
101,2102,-9.547066996361455,0.175,44.20267647113941,0.9991830065359477,2.7196956038152336,1.0,7.104166918216327,1.0,5.83092890431557,1.0,36.82336631408933,1.0,-5.995562284715434,0.2157860545690775,45.59229814588693,0.9935294117647059
102,4105,-6.27236602619902,0.30833333333333335,11.941421258741649,0.7377450980392157,3.8107430027010167,1.0,7.380383254966645,1.0,5.030474621331315,0.8,25.27560515929423,1.0,4.105563537410598,0.6938068427890862,-56.365471264626805,0.03372549019607843
103,4207,3.898255801515157,0.5916666666666667,-17.89264035980929,0.2514705882352941,2.206023590197039,1.0,5.067161182035912,1.0,-9.094069091879286,0.4,18.94074756505703,1.0,3.2809860984559194,0.8802511909917713,-7.3074214178126695,0.1564705882352941
104,4122,-7.9162510747632435,0.16666666666666666,1.4525295107716691,0.5217320261437909,2.2852310593293095,1.0,5.609236494429193,1.0,-3.4652512925206116,0.2,25.67900651608116,1.0,2.364981408675202,0.7556301429190125,-13.718505813423889,0.015490196078431372
105,6243,-30.412918753281957,0.0,-68.80484073982855,0.06683006535947712,1.5351921421892465,1.0,2.7183281680443288,1.0,4.274281927753843,0.6,5.417638576263485,0.8135593220338984,-3.4051313800673535,0.2812906019922044,-17.877868011473403,0.31039215686274507
106,4131,-4.184381235116561,0.39166666666666666,4.199042308338769,0.5807189542483661,1.7967305137552825,1.0,4.991728128778064,1.0,-2.558007625638622,0.4,21.279732319161475,1.0,0.5803018060595189,0.5194889562581204,23.569638206376283,0.903921568627451
107,4118,-11.194440090007626,0.075,4.019948338843087,0.5823529411764706,1.0362848592221716,1.0,4.800289058912493,1.0,-3.9723966265783006,0.4,17.99891298299712,1.0,-6.160107520813724,0.260827197921178,17.71371123561663,0.7035294117647058
108,4124,-3.0189023653624916,0.4083333333333333,-24.80710249046898,0.1650326797385621,1.6594307615772403,1.0,4.7932307413033515,1.0,-2.3856149045821224,0.4,17.841208769949993,0.9915254237288136,2.3357197930284457,0.6340407102641836,19.457737270370927,0.9264705882352942
109,2113,3.7490378900941472,0.5666666666666667,15.653346335654618,0.8480392156862745,1.6888011951153294,1.0,5.489675765996571,1.0,9.963179995150313,0.8,19.54963676898239,1.0,-0.560329022121972,0.45636639237765264,24.277163824629326,0.9635294117647059
110,6236,-23.260150887381965,0.19166666666666668,-65.60561952596748,0.1738562091503268,1.8663145773420113,1.0,3.37052598215495,1.0,11.839337669673942,0.8,10.533690652453195,1.0,-24.716887415066463,0.13306626245127762,46.048538008680936,1.0
111,4414,-7.118173964679068,0.18333333333333332,-21.092345302275728,0.2638888888888889,0.2337339563047023,0.5,5.9577196546790265,1.0,22.112049711571352,1.0,19.560536867203183,1.0,4.559711107052399,0.7549805110437419,-21.675726030306613,0.00607843137254902
